Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
18,226750,793,0.45,Single,Yes,Auto loan,1,3,1299297,24061,No,0,Rural,23,50000,60,1027,8.57,11620
57,130592,346,0.82,Single,No,Personal loan,5,1,338676,9961,Yes,292873,Urban,3,107218,24,5175,14.54,16982
32,244000,775,0.32,Married,Yes,Auto loan,1,0,0,0,Yes,441416,Urban,21,294884,240,2605,8.75,330316
38,265989,763,0.3,Married,Yes,Business loan,3,1,86861,3619,Yes,307807,Urban,7,178302,60,3733,9.37,45678
64,138652,422,0.6,Single,Yes,Business loan,4,0,0,0,Yes,529194,Urban,15,331149,60,7413,12.28,113631
26,88672,773,0.66,Married,No,Medical loan,5,1,779020,14698,No,0,Urban,32,50000,24,2301,9.77,5224
26,260351,433,0.34,Married,No,Home loan,1,0,0,0,Yes,618765,Urban,32,393475,36,13289,13.17,84929
27,227516,861,0.47,Married,No,Home loan,5,0,0,0,No,0,Rural,9,80199,120,1032,9.39,43641
43,71602,322,0.86,Married,Yes,Medical loan,2,0,0,0,No,0,Urban,1,55419,36,1888,13.78,12549
58,213117,865,0.37,Single,No,Business loan,3,3,1513027,26086,No,0,Rural,3,50000,36,1598,9.35,7528
52,247069,534,0.67,Single,No,Medical loan,1,2,271870,5437,No,0,Urban,22,92015,240,1023,12.16,153505
42,52222,358,0.72,Single,No,Home loan,4,1,1469252,37673,Yes,868313,Rural,26,50000,120,773,13.92,42760
43,251084,463,0.51,Married,No,Medical loan,5,2,1233227,72542,No,0,Urban,32,50000,240,581,12.87,89440
28,252318,515,0.86,Married,No,Business loan,4,2,239016,10392,No,0,Rural,32,50000,120,727,12.35,37240
55,75333,482,0.72,Single,No,Personal loan,5,2,75619,5401,Yes,298637,Urban,40,125186,36,4198,12.68,25942
19,193804,868,0.52,Married,Yes,Education loan,1,2,1382549,23433,Yes,697110,Urban,19,163098,24,7363,7.82,13614
24,59420,389,0.6,Married,Yes,Business loan,3,1,780467,25176,Yes,239483,Rural,12,50000,240,571,12.61,87040
35,85504,610,0.68,Single,No,Medical loan,0,1,70912,1363,Yes,441085,Urban,10,262329,240,2870,11.9,426471
44,12462,856,0.61,Single,No,Business loan,1,2,1794270,33854,No,0,Rural,18,50000,120,631,8.94,25720
51,281604,556,0.82,Married,Yes,Business loan,4,1,1271649,22708,Yes,578725,Urban,31,201598,120,2770,10.94,130802
44,109319,832,0.45,Single,No,Home loan,0,1,1788277,94119,No,0,Urban,2,50000,60,1054,9.68,13240
34,266674,832,0.41,Married,No,Medical loan,3,0,0,0,No,0,Urban,12,92935,240,846,9.18,110105
60,150347,351,0.35,Married,No,Home loan,4,1,455879,12321,Yes,643744,Urban,27,216117,24,10375,13.99,32883
61,154341,637,0.23,Married,No,Medical loan,3,3,1120680,22871,No,0,Urban,21,50000,240,520,11.13,74800
41,139593,470,0.23,Married,Yes,Home loan,5,2,485539,12449,Yes,572440,Urban,18,160911,60,3563,11.8,52869
42,132672,366,0.81,Married,No,Home loan,1,1,1540069,33479,Yes,720073,Urban,30,60379,60,1399,13.84,23561
24,294697,599,0.67,Married,Yes,Personal loan,3,2,1599298,29078,No,0,Urban,19,50000,120,674,10.51,30880
23,54036,531,0.66,Married,No,Business loan,4,1,292379,5622,Yes,378807,Rural,23,150470,60,3361,12.19,51190
41,158441,367,0.63,Married,Yes,Personal loan,1,2,1509432,29027,Yes,367897,Urban,31,50000,36,1680,12.83,10480
50,152867,805,0.79,Single,No,Home loan,4,3,198583,3677,Yes,299827,Urban,8,202401,60,4295,9.95,55299
46,80021,327,0.54,Single,No,Personal loan,4,1,1288015,26286,No,0,Urban,18,50000,60,1169,14.23,20140
60,171215,350,0.81,Married,No,Business loan,0,1,1983243,152557,No,0,Rural,22,50000,36,1708,14.0,11488
39,246304,559,0.45,Married,Yes,Business loan,2,3,750014,41667,No,0,Urban,24,50000,240,513,10.91,73120
43,15368,890,0.85,Single,Yes,Home loan,3,1,1478192,28426,No,0,Urban,32,50000,60,1004,7.6,10240
45,145693,885,0.69,Single,Yes,Business loan,3,2,1193004,33139,Yes,911150,Urban,1,143355,60,2917,8.15,31665
38,68829,483,0.38,Married,No,Personal loan,0,3,1940241,45121,Yes,397550,Rural,2,50000,36,1688,13.17,10768
24,286863,322,0.59,Single,No,Auto loan,5,0,0,0,Yes,638676,Urban,27,446274,120,7004,14.28,394206
34,39227,428,0.57,Married,No,Business loan,3,2,1726351,75058,No,0,Urban,36,50000,36,1690,13.22,10840
37,119430,590,0.3,Married,Yes,Personal loan,0,1,1690701,76850,No,0,Urban,34,50000,60,1077,10.6,14620
58,22306,800,0.61,Married,Yes,Personal loan,3,2,770120,36672,Yes,611783,Urban,13,50000,36,1578,8.5,6808
37,63822,485,0.42,Single,Yes,Personal loan,3,3,1883695,40949,Yes,186581,Urban,23,50000,60,1103,11.65,16180
39,34042,778,0.24,Single,No,Business loan,4,1,1324681,24085,Yes,252089,Urban,36,50000,60,1055,9.72,13300
45,158459,870,0.86,Single,No,Auto loan,0,1,1419218,94614,No,0,Urban,2,50000,12,4379,9.3,2548
57,99424,791,0.65,Single,No,Home loan,5,3,951149,17946,No,0,Urban,22,50000,60,1052,9.59,13120
24,192690,812,0.81,Married,No,Home loan,3,0,0,0,Yes,207105,Rural,33,236219,24,10832,9.38,23749
18,233122,366,0.67,Married,Yes,Business loan,5,1,1484386,114183,Yes,217294,Urban,8,50000,36,1692,13.34,10912
49,159395,766,0.45,Single,Yes,Business loan,2,1,684889,12452,Yes,886635,Urban,17,358448,24,16349,8.84,33928
30,28019,584,0.56,Single,No,Education loan,0,1,1601448,41062,No,0,Urban,1,50000,36,1664,12.16,9904
47,50863,900,0.67,Single,No,Medical loan,0,0,0,0,No,0,Rural,21,50000,24,2272,8.5,4528
40,121023,716,0.87,Married,No,Auto loan,0,2,1326333,24561,Yes,270266,Urban,34,50000,120,670,10.34,30400
36,151355,399,0.38,Married,Yes,Personal loan,4,0,0,0,Yes,866919,Rural,30,479471,120,7021,12.51,363049
49,72780,488,0.81,Married,Yes,Medical loan,0,2,288738,5065,Yes,244500,Urban,25,120421,12,10677,11.62,7703
47,295052,687,0.85,Married,Yes,Personal loan,4,1,1265614,21820,No,0,Urban,13,50000,60,1053,9.63,13180
46,202656,540,0.67,Married,Yes,Medical loan,2,2,1011209,40448,No,0,Urban,27,50000,36,1639,11.1,9004
62,179024,716,0.85,Married,Yes,Home loan,1,2,1489867,27088,No,0,Rural,10,50000,36,1609,9.84,7924
46,110706,475,0.48,Single,No,Medical loan,4,2,555450,13886,No,0,Rural,31,50000,24,2371,12.75,6904
47,178735,686,0.87,Married,Yes,Business loan,3,2,1214628,93432,Yes,691563,Rural,20,50000,60,1053,9.64,13180
33,132019,770,0.69,Single,Yes,Auto loan,0,1,1337685,29726,No,0,Rural,22,50000,36,1585,8.8,7060
57,202453,532,0.23,Married,No,Home loan,1,3,1553282,35301,Yes,725001,Urban,23,50000,120,722,12.18,36640
36,189001,751,0.83,Single,No,Medical loan,4,0,0,0,Yes,805906,Urban,11,528449,60,11225,9.99,145051
35,281487,576,0.54,Married,No,Auto loan,5,2,1283293,41396,No,0,Urban,2,50000,24,2359,12.24,6616
18,110260,528,0.52,Single,No,Business loan,5,1,1057929,18240,No,0,Rural,5,50000,24,2370,12.72,6880
31,180863,470,0.6,Married,No,Personal loan,3,1,249303,6080,No,0,Urban,11,50000,240,578,12.8,88720
64,170206,512,0.3,Single,Yes,Education loan,1,1,832849,15714,No,0,Urban,19,50000,60,1096,11.38,15760
19,188173,581,0.53,Married,No,Auto loan,2,1,1301829,35184,No,0,Urban,5,50000,120,722,12.19,36640
45,79443,340,0.78,Married,Yes,Personal loan,4,2,402785,12993,Yes,245729,Rural,19,50000,120,749,13.1,39880
47,240183,421,0.21,Single,Yes,Auto loan,5,0,0,0,No,0,Rural,13,50000,36,1667,12.29,10012
55,145899,526,0.39,Married,No,Auto loan,5,1,236104,19675,No,0,Urban,40,50000,60,1118,12.24,17080
21,106143,593,0.2,Married,No,Auto loan,4,0,0,0,No,0,Rural,0,50000,12,4444,12.07,3328
18,203725,899,0.49,Single,No,Business loan,5,0,0,0,No,0,Urban,19,74868,36,2363,8.51,10200
25,154771,566,0.71,Married,No,Home loan,2,0,0,0,No,0,Urban,21,98898,240,1077,11.84,159582
46,258044,840,0.76,Married,No,Auto loan,5,3,1958693,163224,No,0,Rural,39,50000,24,2286,9.1,4864
56,146385,750,0.86,Married,No,Business loan,4,1,1768968,49138,Yes,54867,Urban,30,50000,36,1613,10.0,8068
20,154670,748,0.63,Single,No,Education loan,0,1,1818157,41321,No,0,Urban,30,50000,36,1613,10.02,8068
49,121362,360,0.38,Married,No,Home loan,5,1,203315,5979,No,0,Urban,27,50000,36,1706,13.9,11416
27,256517,801,0.85,Married,No,Business loan,4,0,0,0,Yes,648887,Urban,11,498875,60,10474,9.49,129565
27,210462,446,0.74,Married,Yes,Education loan,0,1,95915,4359,No,0,Urban,15,103433,60,2302,12.04,34687
36,186298,633,0.6,Married,No,Home loan,5,1,945394,17188,Yes,630272,Urban,32,192714,60,4206,11.17,59646
63,69550,441,0.69,Single,No,Business loan,5,0,0,0,Yes,263119,Rural,34,167551,60,3820,13.09,61649
51,275702,343,0.85,Single,Yes,Education loan,4,1,1305617,50216,No,0,Rural,3,50000,120,763,13.57,41560
50,196950,443,0.7,Married,No,Business loan,3,2,533639,21345,No,0,Urban,9,50000,12,4479,13.57,3748
40,68219,632,0.46,Married,No,Education loan,3,3,853811,71150,Yes,992185,Urban,33,50000,120,693,11.18,33160
45,176258,796,0.7,Married,Yes,Auto loan,1,2,384545,8739,No,0,Rural,40,50000,120,620,8.54,24400
49,174841,695,0.23,Single,Yes,Auto loan,3,2,129146,7596,No,0,Urban,2,50000,12,4396,10.05,2752
24,261004,354,0.47,Married,No,Home loan,2,2,1712280,50361,No,0,Urban,30,50000,60,1162,13.96,19720
46,267336,606,0.48,Single,No,Education loan,1,0,0,0,No,0,Urban,30,121905,120,1709,11.44,83175
25,246495,722,0.32,Married,No,Auto loan,3,1,1305899,35294,No,0,Rural,0,50000,60,1081,10.78,14860
18,63218,716,0.22,Married,Yes,Home loan,0,2,183703,13121,No,0,Urban,4,50000,36,1609,9.84,7924
20,291373,624,0.29,Married,Yes,Personal loan,4,2,1227716,21538,No,0,Rural,4,50000,24,2324,10.76,5776
41,37877,379,0.66,Single,No,Auto loan,3,1,1197143,70420,Yes,97455,Urban,1,50000,120,782,14.21,43840
40,199073,330,0.76,Married,No,Auto loan,0,0,0,0,Yes,542926,Urban,14,422758,12,37998,14.2,33218
25,157878,411,0.89,Married,No,Medical loan,1,2,1007956,19763,Yes,373282,Urban,0,82970,120,1282,13.89,70870
64,229707,857,0.44,Married,No,Business loan,4,1,1421916,39497,No,0,Urban,20,50000,12,4370,8.93,2440
54,251249,863,0.62,Single,No,Personal loan,3,1,1374550,23699,Yes,692396,Urban,36,194218,240,1731,8.87,221222
20,47034,771,0.86,Married,Yes,Education loan,1,3,1254244,44794,Yes,989488,Urban,6,50000,120,641,9.29,26920
50,181389,373,0.32,Single,Yes,Home loan,3,2,1666348,42726,No,0,Urban,10,50000,120,754,13.27,40480
45,198868,852,0.7,Married,No,Personal loan,1,2,1193332,27751,No,0,Rural,25,50000,36,1589,8.98,7204
64,20589,778,0.73,Single,No,Education loan,3,3,1910780,47769,No,0,Urban,1,50000,12,4400,10.22,2800
25,67221,888,0.26,Single,No,Auto loan,0,1,546563,16075,Yes,507537,Urban,29,78345,60,1611,8.62,18315
51,265927,686,0.8,Single,No,Medical loan,2,1,1890124,36348,Yes,535689,Urban,13,50000,12,4410,10.64,2920
52,273801,863,0.77,Single,No,Home loan,0,2,1442559,53428,Yes,487770,Urban,4,50000,120,643,9.37,27160
49,127229,732,0.22,Single,Yes,Home loan,4,2,1838989,42767,Yes,131774,Rural,30,50000,36,1594,9.18,7384
41,62227,711,0.26,Married,Yes,Personal loan,3,3,173085,4677,Yes,320326,Urban,31,117791,24,5402,9.39,11857
31,275308,766,0.23,Single,Yes,Business loan,2,2,575924,13089,Yes,934704,Urban,33,367272,120,4620,8.84,187128
49,103078,898,0.43,Married,Yes,Education loan,2,2,484806,8217,Yes,321336,Rural,9,101955,36,3195,8.02,13065
63,245113,547,0.56,Single,No,Medical loan,4,0,0,0,No,0,Urban,30,109810,120,1577,12.03,79430
60,60599,880,0.57,Married,Yes,Medical loan,4,3,1453058,48435,Yes,127159,Urban,26,50000,120,598,7.7,21760
33,256367,419,0.39,Married,Yes,Personal loan,2,1,1630675,31359,Yes,614544,Rural,17,50000,36,1668,12.31,10048
21,199651,366,0.84,Single,No,Business loan,4,2,1769159,63184,No,0,Urban,4,50000,240,634,14.34,102160
54,78207,872,0.46,Married,No,Business loan,4,1,1240229,25310,No,0,Urban,16,50000,24,2279,8.78,4696
38,121426,626,0.23,Single,No,Business loan,3,2,1381639,55265,No,0,Urban,10,50000,120,709,11.74,35080
31,144794,769,0.41,Married,No,Home loan,0,0,0,0,No,0,Urban,4,59365,60,1270,10.31,16835
48,181103,792,0.57,Married,No,Education loan,5,3,657306,22665,No,0,Rural,37,50000,24,2297,9.58,5128
65,220307,585,0.49,Single,No,Education loan,1,3,1541233,48163,No,0,Rural,36,50000,12,4434,11.65,3208
35,31438,611,0.39,Single,Yes,Personal loan,2,1,1756540,30816,No,0,Rural,20,50000,120,671,10.39,30520
24,68819,608,0.29,Single,Yes,Auto loan,1,0,0,0,No,0,Urban,23,50000,60,1072,10.42,14320
27,53856,396,0.77,Single,No,Personal loan,2,1,1032159,20643,Yes,783567,Rural,29,181389,36,6158,13.54,40299
24,69807,412,0.9,Married,No,Education loan,2,0,0,0,No,0,Urban,15,56543,120,856,13.38,46177
50,53461,755,0.43,Married,No,Home loan,0,2,966104,18228,No,0,Urban,40,50000,60,1061,9.95,13660
40,103474,762,0.47,Single,Yes,Personal loan,2,2,1754143,29731,No,0,Rural,21,50000,24,2281,8.88,4744
38,292579,431,0.63,Single,No,Auto loan,2,0,0,0,No,0,Urban,1,165892,60,3833,13.69,64088
36,225189,420,0.7,Single,No,Medical loan,0,2,1323574,26471,No,0,Urban,18,50000,24,2384,13.3,7216
65,264730,496,0.47,Single,No,Personal loan,4,3,713823,18303,No,0,Urban,36,50000,120,733,12.54,37960
36,256732,781,0.83,Married,Yes,Business loan,5,0,0,0,No,0,Rural,1,159815,60,3332,9.19,40105
53,172793,338,0.59,Single,No,Auto loan,1,0,0,0,Yes,841529,Urban,10,517614,36,17847,14.62,124878
46,64786,865,0.52,Married,No,Business loan,2,1,1266094,40841,Yes,217952,Urban,32,50000,36,1586,8.85,7096
35,285848,811,0.65,Single,No,Home loan,0,0,0,0,No,0,Rural,8,185801,24,8564,9.89,19735
19,66635,773,0.87,Single,Yes,Education loan,2,1,1582318,93077,No,0,Urban,24,50000,60,1032,8.77,11920
18,250909,460,0.76,Married,No,Personal loan,0,0,0,0,Yes,690369,Urban,5,535875,60,12302,13.4,202245
64,255984,588,0.23,Married,Yes,Personal loan,1,3,1986780,53696,No,0,Rural,10,50000,36,1639,11.12,9004
22,122752,499,0.43,Married,Yes,Business loan,3,3,1635535,96207,No,0,Urban,26,50000,240,533,11.51,77920
37,221194,827,0.53,Married,No,Business loan,4,3,1370196,27403,Yes,903839,Urban,7,216869,120,2833,9.73,123091
28,238584,802,0.42,Married,Yes,Education loan,3,1,1889994,51080,No,0,Urban,30,50000,60,1025,8.48,11500
59,142886,547,0.69,Single,No,Personal loan,0,1,420302,15010,No,0,Urban,26,50000,240,551,12.03,82240
19,88537,682,0.78,Married,No,Education loan,2,2,1520382,29811,No,0,Rural,40,50000,12,4411,10.68,2932
20,157580,517,0.71,Married,Yes,Business loan,4,1,1507318,115947,No,0,Urban,4,50000,24,2349,11.83,6376
40,95166,386,0.89,Single,No,Medical loan,1,1,1664865,52027,Yes,460689,Rural,14,50000,36,1700,13.64,11200
29,219988,381,0.39,Married,No,Business loan,5,3,1413962,78553,No,0,Urban,1,50000,12,4493,14.19,3916
37,204840,361,0.81,Single,Yes,Auto loan,4,0,0,0,No,0,Urban,14,132736,60,3012,12.89,47984
22,44785,799,0.74,Single,No,Business loan,2,1,1629667,29630,No,0,Urban,30,50000,24,2295,9.51,5080
54,173052,341,0.45,Married,No,Business loan,3,2,1150022,37097,Yes,128709,Urban,19,50000,36,1711,14.09,11596
55,241791,311,0.71,Married,No,Medical loan,0,0,0,0,No,0,Urban,2,171671,120,2758,14.89,159289
47,76253,414,0.27,Married,Yes,Education loan,3,1,586193,41870,No,0,Urban,38,50000,60,1121,12.36,17260
26,101128,517,0.75,Single,No,Auto loan,4,0,0,0,Yes,210880,Rural,9,166116,120,2463,12.83,129444
51,171081,405,0.57,Married,Yes,Auto loan,5,0,0,0,No,0,Urban,25,73137,240,828,12.45,125583
61,120966,827,0.4,Married,No,Personal loan,2,0,0,0,Yes,721363,Urban,9,404229,120,5281,9.73,229491
52,147854,771,0.66,Single,No,Medical loan,0,0,0,0,No,0,Urban,39,97583,24,4493,9.79,10249
39,109352,686,0.65,Married,No,Home loan,2,0,0,0,No,0,Urban,12,63970,12,5643,10.64,3746
61,149379,525,0.35,Married,No,Personal loan,2,1,576749,12271,No,0,Urban,20,50000,60,1118,12.25,17080
41,233279,780,0.22,Married,No,Personal loan,5,0,0,0,No,0,Urban,33,50000,12,4388,9.7,2656
34,247281,707,0.5,Single,No,Personal loan,4,0,0,0,No,0,Urban,31,98912,120,1330,10.43,60688
27,118297,756,0.6,Single,No,Auto loan,3,2,811609,15029,No,0,Rural,8,50000,24,2317,10.44,5608
47,216946,320,0.81,Married,No,Education loan,2,2,1681551,30573,Yes,776431,Urban,29,179493,60,4204,14.3,72747
63,48346,900,0.85,Married,Yes,Business loan,2,0,0,0,No,0,Urban,0,50000,60,1013,8.0,10780
40,122138,502,0.57,Married,Yes,Auto loan,2,1,1759609,58653,No,0,Urban,11,50000,120,702,11.48,34240
49,50149,716,0.73,Single,No,Business loan,0,2,1568282,38250,Yes,955286,Urban,34,55251,60,1183,10.34,15729
34,168598,715,0.51,Married,No,Business loan,2,2,965292,43876,Yes,228076,Rural,23,50000,120,670,10.35,30400
34,138447,747,0.72,Married,Yes,Home loan,2,0,0,0,No,0,Urban,39,89713,120,1137,9.03,46727
31,15695,811,0.34,Single,Yes,Personal loan,4,1,125956,5248,Yes,339852,Rural,9,111219,120,1402,8.89,57021
26,49169,384,0.46,Married,Yes,Home loan,2,3,823415,18713,Yes,87307,Urban,23,50000,12,4457,12.66,3484
57,188296,466,0.64,Married,No,Personal loan,5,1,555487,11336,No,0,Urban,40,50000,36,1680,12.84,10480
19,166625,683,0.21,Single,No,Auto loan,5,2,657151,11138,No,0,Rural,17,50000,120,679,10.67,31480
62,196098,767,0.71,Single,No,Business loan,2,2,1914572,147274,No,0,Rural,7,50000,12,4403,10.33,2836
42,202994,371,0.78,Married,No,Home loan,5,2,1954700,34292,Yes,249923,Urban,12,50000,60,1157,13.79,19420
56,11881,820,0.48,Married,No,Medical loan,4,2,1635115,48091,No,0,Rural,15,50000,36,1596,9.3,7456
26,89211,772,0.51,Married,No,Auto loan,0,2,391200,12619,No,0,Urban,13,50000,120,654,9.78,28480
39,166078,557,0.8,Single,Yes,Auto loan,5,0,0,0,No,0,Urban,8,99646,60,2187,11.43,31574
60,237203,574,0.74,Single,Yes,Medical loan,5,0,0,0,Yes,758404,Urban,8,510849,60,11173,11.26,159531
63,205558,319,0.4,Married,No,Personal loan,3,0,0,0,No,0,Rural,4,69889,36,2416,14.81,17087
21,146949,789,0.43,Married,No,Business loan,4,2,787445,19205,No,0,Urban,10,50000,120,663,10.11,29560
43,49553,789,0.68,Single,No,Personal loan,5,0,0,0,No,0,Rural,18,50000,36,1604,9.61,7744
46,145758,625,0.59,Married,No,Personal loan,0,2,1493697,57449,No,0,Urban,37,50000,36,1642,11.25,9112
62,42766,828,0.31,Single,No,Auto loan,3,1,495424,38109,Yes,93524,Urban,9,50000,120,653,9.72,28360
51,41422,388,0.42,Single,Yes,Personal loan,2,3,1042555,25428,No,0,Urban,15,50000,60,1127,12.62,17620
40,284349,785,0.83,Single,Yes,Education loan,4,1,1291742,35881,No,0,Urban,28,50000,24,2276,8.65,4624
54,164599,649,0.68,Single,No,Medical loan,5,3,459950,30663,No,0,Urban,4,50000,12,4430,11.51,3160
28,252555,383,0.89,Married,No,Medical loan,2,0,0,0,Yes,903361,Urban,17,653977,120,10024,13.67,548903
23,38202,686,0.74,Married,No,Business loan,4,3,1343372,111947,No,0,Rural,34,50000,24,2322,10.64,5728
35,223456,386,0.86,Married,No,Medical loan,3,1,1293259,68066,No,0,Rural,35,50000,60,1154,13.64,19240
38,30855,606,0.35,Married,No,Personal loan,5,1,1790013,71600,No,0,Urban,21,50000,24,2340,11.44,6160
59,201444,453,0.74,Married,No,Personal loan,0,3,317805,14445,No,0,Urban,23,50000,24,2376,12.97,7024
53,297239,739,0.21,Married,Yes,Home loan,4,1,542451,15498,Yes,900236,Urban,11,314078,60,6536,9.11,78082
58,113119,563,0.67,Married,Yes,Business loan,0,0,0,0,No,0,Urban,38,75789,36,2476,10.87,13347
55,62003,720,0.53,Married,Yes,Business loan,2,1,1102414,31497,No,0,Urban,11,50000,60,1045,9.3,12700
51,104837,792,0.44,Married,No,Medical loan,2,3,92073,2141,No,0,Urban,34,50000,240,468,9.58,62320
34,233068,710,0.8,Married,Yes,Personal loan,3,0,0,0,Yes,339812,Rural,18,328392,120,4231,9.4,179328
54,133805,472,0.8,Single,No,Education loan,3,3,1764314,49008,Yes,585225,Urban,36,50000,36,1679,12.78,10444
42,295071,303,0.22,Married,No,Home loan,1,2,510741,8960,No,0,Rural,13,50000,36,1720,14.47,11920
55,125657,771,0.63,Married,No,Education loan,1,2,1173689,30094,Yes,67104,Rural,22,50000,36,1608,9.79,7888
29,114428,409,0.46,Married,Yes,Personal loan,3,0,0,0,No,0,Urban,39,50000,120,729,12.41,37480
40,132035,336,0.49,Single,Yes,Business loan,5,0,0,0,Yes,578614,Rural,21,337829,120,5072,13.14,270811
59,240780,882,0.78,Married,No,Business loan,2,1,1052908,38996,No,0,Urban,10,50000,120,638,9.18,26560
39,227282,330,0.42,Married,Yes,Education loan,0,3,294571,5557,No,0,Rural,1,50000,24,2393,13.7,7432
38,79518,680,0.86,Single,Yes,Auto loan,3,2,401950,8039,No,0,Urban,9,50000,36,1618,10.2,8248
44,186355,567,0.33,Married,Yes,Personal loan,5,1,346028,12815,No,0,Urban,4,50000,60,1095,11.33,15700
48,153277,310,0.66,Single,Yes,Business loan,0,2,959445,20413,Yes,643421,Urban,29,177917,60,4084,13.4,67123
23,130243,643,0.67,Single,Yes,Medical loan,1,1,733887,31908,Yes,612015,Urban,20,50000,240,484,10.07,66160
44,284892,843,0.38,Married,No,Auto loan,0,1,1796123,78092,No,0,Urban,32,50000,120,635,9.07,26200
57,63311,868,0.43,Married,No,Business loan,3,2,810626,18013,No,0,Urban,24,50000,120,628,8.82,25360
51,32692,465,0.78,Married,No,Medical loan,2,1,1245629,25421,No,0,Urban,6,50000,120,756,13.35,40720
29,134954,641,0.73,Married,Yes,Business loan,3,2,1161033,37452,Yes,352670,Urban,39,50000,60,1064,10.09,13840
62,164934,781,0.43,Single,No,Auto loan,4,0,0,0,No,0,Urban,27,56737,240,535,9.69,71663
24,231468,318,0.57,Single,No,Education loan,5,3,470296,8108,No,0,Urban,15,50000,36,1716,14.32,11776
27,90152,483,0.24,Single,Yes,Personal loan,5,1,848229,32624,Yes,794916,Urban,36,50000,60,1103,11.67,16180
62,14926,844,0.35,Single,No,Auto loan,5,2,369200,11187,No,0,Urban,2,50000,120,648,9.56,27760
34,13969,309,0.54,Married,Yes,Auto loan,4,2,338601,12540,Yes,78341,Rural,18,50000,24,2386,13.41,7264
43,45733,891,0.26,Married,No,Business loan,4,3,1774853,50710,Yes,896925,Urban,11,50000,120,622,8.59,24640
38,51743,491,0.79,Single,No,Medical loan,2,3,321015,22929,Yes,774776,Urban,18,149029,60,3359,12.59,52511
45,140193,619,0.7,Single,No,Auto loan,5,3,534575,44547,Yes,639583,Urban,10,50000,120,711,11.81,35320
63,180948,879,0.86,Married,Yes,Personal loan,3,1,509943,9271,Yes,783746,Rural,2,412893,36,12978,8.21,54315
19,30323,774,0.69,Single,No,Education loan,4,2,1181626,20372,No,0,Rural,1,50000,60,1068,10.26,14080
60,288572,726,0.86,Married,Yes,Medical loan,3,1,1312971,26795,No,0,Urban,25,50000,24,2289,9.24,4936
18,44578,358,0.59,Married,No,Education loan,1,1,240487,8588,No,0,Urban,21,50000,240,618,13.92,98320
53,96486,735,0.62,Single,No,Education loan,5,0,0,0,Yes,202320,Urban,16,146025,120,1941,10.15,86895
43,267450,396,0.88,Single,Yes,Personal loan,4,3,1661262,31947,No,0,Urban,33,50000,12,4455,12.54,3460
